prefill_chunk_size,kv_cache_size,batch_size,is_prefill,mean_ns,p50_ns,p90_ns,max_ns
0,49152,1,False,22297006.24995985,3329389.999862542,382221018.999644,382221018.999644
0,49408,1,False,22565544.24998285,3308009.999955175,388102849.00000626,388102849.00000626
0,49664,1,False,23632931.499992084,3320909.4999619992,409197687.9999493,409197687.9999493
0,49920,1,False,24085084.60005123,3359704.5000988147,417543686.0000445,417543686.0000445
0,50176,1,False,23124611.149955854,3342165.0000491356,398511028.0000299,398511028.0000299
0,50432,1,False,23765934.55003331,3357984.50009861,411052207.00001156,411052207.00001156
0,50688,1,False,23025545.599989526,3376244.000264705,395784198.0000012,395784198.0000012
0,50944,1,False,23836803.500034876,3373069.999724976,412297586.0000224,412297586.0000224
0,51200,1,False,23179355.600018427,3342295.000265949,399731558.99997437,399731558.99997437
0,51456,1,False,24793923.499987613,3398634.499944819,430955996.0001934,430955996.0001934
0,51712,1,False,23710195.550006576,3399184.999807403,409182516.99986285,409182516.99986285
0,51968,1,False,24695945.050029878,3422550.0000957255,428326525.0001023,428326525.0001023
0,52224,1,False,23703913.600070335,3416170.000264174,408822588.0000209,408822588.0000209
0,52480,1,False,23774442.99995659,3433954.999991329,409939156.9998261,409939156.9998261
0,52736,1,False,24533688.40001531,3475600.0000015777,423980025.9997537,423980025.9997537
0,52992,1,False,24924097.49995659,3473429.9999854555,431987635.00004137,431987635.00004137
0,53248,1,False,23199483.150028754,3530109.9999287543,396625298.00034463,396625298.00034463
0,53504,1,False,23615965.60003818,3518829.500080756,405201037.00009716,405201037.00009716
0,53760,1,False,23902499.149994582,3511879.9999054316,410638847.99996233,410638847.99996233
0,54016,1,False,23876481.599972975,3578044.4998181337,409031026.9998554,409031026.9998554
0,54272,1,False,23863942.650086757,3552255.0001587663,409460766.9999277,409460766.9999277
0,54528,1,False,24116472.499963492,3580459.999966479,413845407.00028086,413845407.00028086
0,54784,1,False,23857941.54999985,3575709.9999500494,408430057.0002597,408430057.0002597
0,55040,1,False,24458553.949943963,3597849.4997834787,420330905.9998901,420330905.9998901
0,55296,1,False,23839173.500050493,3577725.0002411166,408530817.0001554,408530817.0001554
0,55552,1,False,25009036.550022755,3665179.999643442,430380844.9999451,430380844.9999451
0,55808,1,False,24411753.099934686,3624318.999982279,418912185.9999432,418912185.9999432
0,56064,1,False,24674074.049926277,3633815.000057439,423846794.9999176,423846794.9999176
0,56320,1,False,25309591.94998559,3638424.4999680957,436631225.00038296,436631225.00038296
0,56576,1,False,25117197.899976417,3663654.9998547705,432294214.99972886,432294214.99972886
0,56832,1,False,25245549.00003295,3670959.499913806,434702205.0001215,434702205.0001215
0,57088,1,False,25054737.90004089,3736598.9999216255,429682745.0002638,429682745.0002638
0,57344,1,False,24343576.499995835,3747629.499912364,415385326.00043255,415385326.00043255
0,57600,1,False,26222949.400039397,4738284.500035661,434038603.99985206,434038603.99985206
0,57856,1,False,26875741.799972273,4764219.499975298,446639664.0000312,446639664.0000312
0,58112,1,False,27216431.200008627,4817879.500023992,452412014.00040156,452412014.00040156
0,58368,1,False,25927937.850042325,4734434.499823692,428298855.99985576,428298855.99985576
0,58624,1,False,25698811.05002878,4816474.500330514,422112046.0001657,422112046.0001657
0,58880,1,False,25980361.79999781,4778889.499903016,428444244.9998096,428444244.9998096
0,59136,1,False,27537903.70002207,4825969.000194164,458729062.9997369,458729062.9997369
0,59392,1,False,26862636.400005613,4590889.499922924,449609994.00018406,449609994.00018406
0,59648,1,False,27404255.250075947,4895725.000324092,454318402.99988836,454318402.99988836
0,59904,1,False,27245726.35002005,4910725.000172533,451339484.00007284,451339484.00007284
0,60160,1,False,25763466.950070325,4931030.000079772,421261846.00010675,421261846.00010675
0,60416,1,False,27914315.7499675,4880809.500036776,465298831.99991673,465298831.99991673
0,60672,1,False,27856361.850012947,5019629.499884104,461205732.0000531,461205732.0000531
0,60928,1,False,26423828.399970263,4960254.999787139,433886384.99982333,433886384.99982333
0,61184,1,False,26084016.250092644,5139154.000062263,423681895.99983454,423681895.99983454
0,61440,1,False,24992380.499998033,4788714.000142136,408394027.99974775,408394027.99974775
0,61696,1,False,26199474.3999594,5219914.999997854,424564655.9998022,424564655.9998022
0,61952,1,False,26584049.8499756,5056299.499983652,435368044.9999047,435368044.9999047
0,62208,1,False,25984923.9499772,5056639.999793333,423118865.9996405,423118865.9996405
0,62464,1,False,27180627.34995783,5006704.999914291,448248474.0001382,448248474.0001382
0,62720,1,False,26542742.350056868,5092804.500009151,433655644.999817,433655644.999817
0,62976,1,False,26652333.850029208,5094675.000009375,435758375.000205,435758375.000205
0,63232,1,False,26275514.849999126,5119799.999874885,427714394.999839,427714394.999839
0,63488,1,False,25341329.450043306,4861604.500092654,414160897.9998637,414160897.9998637
0,63744,1,False,27190876.350073267,5224334.500098849,444134294.9999125,444134294.9999125
0,64000,1,False,26316172.900010314,5198289.500185638,427127914.99980086,427127914.99980086
0,64256,1,False,27501700.750053715,5223214.500119866,450436284.00026137,450436284.00026137
0,64512,1,False,25879825.949959923,5146374.999867476,419434526.0002592,419434526.0002592
0,64768,1,False,27683485.750094406,5265624.000230673,453185753.0000707,453185753.0000707
0,65024,1,False,27295400.24997732,5263914.500119426,445556573.9999656,445556573.9999656
0,65280,1,False,27193352.850008525,5247894.500143957,443923404.00008833,443923404.00008833
0,65536,1,False,26986081.85005469,5078429.500144921,443012005.00012785,443012005.00012785
