prefill_chunk_size,kv_cache_size,batch_size,is_prefill,mean_ns,p50_ns,p90_ns,max_ns
0,45824,1,False,79090083.80001979,3237040.0001582312,382290989.0000119,382290989.0000119
0,45824,2,False,84591399.20005327,3951910.0000688923,406901227.0001622,406901227.0001622
0,45824,4,False,97746112.20000224,3824869.00002732,473157381.9999539,473157381.9999539
0,46080,1,False,81655991.1999775,3146689.0000046985,395416117.9999573,395416117.9999573
0,46080,2,False,95596666.60002221,4124959.0001370963,461169134.0001016,461169134.0001016
0,46080,3,False,91189982.79991502,4077049.999978044,439714484.9999677,439714484.9999677
0,46080,4,False,83527435.19994874,3723248.9999041716,402512326.9998403,402512326.9998403
0,46336,1,False,85202023.19996315,3206759.00002243,412964407.0001177,412964407.0001177
0,46336,2,False,103647519.8000062,4873520.000046483,498606631.0000297,498606631.0000297
0,46336,4,False,102075077.79996377,3830509.9999433877,494867010.0000072,494867010.0000072
0,46592,1,False,85634903.19997981,3248499.999926935,414898467.0000573,414898467.0000573
0,46592,2,False,90474458.59991968,4058509.9998224904,435962464.999875,435962464.999875
0,46592,4,False,81930703.40003033,3828359.9999431316,394143228.0000754,394143228.0000754
0,46848,1,False,83963715.19993408,3245809.999953053,406511977.99979854,406511977.99979854
0,46848,2,False,104492705.60002333,4906639.999944673,502699060.00016814,502699060.00016814
0,46848,3,False,92815244.79997642,3971650.000039517,447895914.99989,447895914.99989
0,46848,4,False,104343953.59993687,3880550.000076255,505893638.99985075,505893638.99985075
0,47104,1,False,85586104.99999304,3194310.000026235,414890516.000014,414890516.000014
0,47104,2,False,99089388.00003852,4184880.0001389463,478381970.99986243,478381970.99986243
0,47104,4,False,87632663.00002214,3847219.9998977883,422457515.9998949,422457515.9998949
0,47360,1,False,88478770.80002035,3272310.0000566775,429095845.00011986,429095845.00011986
0,47360,2,False,91033108.59995872,4139258.9998849872,438348454.9998684,438348454.9998684
0,47360,4,False,99340060.20002925,3941150.0001733657,480710001.00003403,480710001.00003403
0,47616,1,False,84911087.59999406,3290690.0000853054,411119597.9999138,411119597.9999138
0,47616,2,False,92093334.59998561,4091949.999974531,443834574.9999826,443834574.9999826
0,47616,3,False,98464735.80000748,4057678.9999704487,475824301.0001024,475824301.0001024
0,47616,4,False,80903659.40001902,3879560.0000867127,388748709.0000832,388748709.0000832
0,47872,1,False,89595764.80001488,3297380.000049088,434496815.0001023,434496815.0001023
0,47872,2,False,118615520.60004215,4553349.99992374,574748343.9999996,574748343.9999996
0,47872,4,False,124358160.00001977,4803170.000059254,602347701.9998609,602347701.9998609
0,48128,1,False,89143302.79999377,3265929.999997752,432436795.0000578,432436795.0000578
0,48128,2,False,118559132.60001217,5152189.999989787,571955893.9999843,571955893.9999843
0,48128,4,False,101799372.00000495,4755980.000027194,489783071.00014716,489783071.00014716
0,48384,1,False,80686863.59997627,3317180.0000673104,389909238.99996233,389909238.99996233
0,48384,2,False,86509128.99993272,4166129.9999304903,415729245.9999553,415729245.9999553
0,48384,3,False,90739244.8000337,4086570.000026768,437117854.9999968,437117854.9999968
0,48384,4,False,120493800.200029,4855378.999991444,582821383.0000095,582821383.0000095
0,48640,1,False,80280055.79999444,3305259.9999336964,387921668.9999794,387921668.9999794
0,48640,2,False,102738099.7999444,5132648.99996102,492964421.0001243,492964421.0001243
0,48640,4,False,100645263.59997217,4823160.000114513,483686860.9997964,483686860.9997964
0,48896,1,False,82932469.39992969,3313798.999897699,401072698.0000072,401072698.0000072
0,48896,2,False,103852949.80001163,5162530.000006882,498385090.00005615,498385090.00005615
0,48896,4,False,227076173.40006435,4775788.999950237,1116087970.0000806,1116087970.0000806
0,49152,1,False,79170861.60005055,3418829.0001111454,381952769.00000864,381952769.00000864
0,49152,2,False,199958191.99989456,5138268.999871798,979112920.9997962,979112920.9997962
0,49152,3,False,95490984.19993243,4536578.999932317,459166772.99987894,459166772.99987894
0,49152,4,False,209971015.20001706,4739900.000004127,1030775037.0000122,1030775037.0000122
0,49408,1,False,82162645.40001248,3352298.999971026,397234838.00003123,397234838.00003123
0,49408,2,False,104725763.60002677,5185950.000168305,502650190.00016767,502650190.00016767
0,49408,4,False,120831442.60000154,4943249.999996624,584200282.9999728,584200282.9999728
0,49664,1,False,83070623.20004661,3389340.0000124527,401514567.0000493,401514567.0000493
0,49664,2,False,103590261.7999909,5207959.0000175815,497062939.99997795,497062939.99997795
0,49664,4,False,103509075.60000451,4840718.999957971,497935460.00000787,497935460.00000787
0,49920,1,False,84560405.00004746,3391460.0001025973,408903387.0000094,408903387.0000094
0,49920,2,False,84415433.00000376,4195909.000145548,404966927.00003225,404966927.00003225
0,49920,3,False,83283817.19993559,4394179.999962944,398602677.99986106,398602677.99986106
0,49920,4,False,129724673.40000549,4881309.000211331,628878558.9999862,628878558.9999862
0,50176,1,False,85365213.19997519,3340640.0000330904,413225647.00021756,413225647.00021756
0,50176,2,False,125802306.00001414,5335349.000006317,607513141.0000267,607513141.0000267
0,50176,4,False,108147273.3999817,4848178.999964148,521169557.9998832,521169557.9998832
0,50432,1,False,85121917.20005831,3377830.0000903984,411777867.00018257,411777867.00018257
0,50432,2,False,94306314.60004406,4718029.000059687,452307794.00003487,452307794.00003487
0,50432,4,False,126615099.99998088,5065139.999942403,612581789.9999219,612581789.9999219
0,50688,1,False,79038487.59997346,3383498.9999377285,381389498.99985164,381389498.99985164
0,50688,2,False,104706517.60001601,5215070.000076594,502389960.0000732,502389960.0000732
0,50688,3,False,91757228.4000471,4641988.999992464,439911784.0000599,439911784.0000599
0,50688,4,False,102849597.39988153,4991568.999912488,494146759.99992144,494146759.99992144
0,50944,1,False,82592033.39998749,3429138.999990755,399056577.9999997,399056577.9999997
0,50944,2,False,102767567.60003991,5232499.999920038,492634730.00019073,492634730.00019073
0,50944,4,False,137466495.00008062,5088660.000183154,666912376.0000275,666912376.0000275
0,51200,1,False,81923703.40007074,3378449.000138062,395893138.0000195,395893138.0000195
0,51200,2,False,127321713.59998575,5328999.000084877,615106458.9998896,615106458.9998896
0,51200,4,False,111468491.00000508,4991649.999965375,537261867.0000975,537261867.0000975
0,51456,1,False,89166658.80001347,3460709.999899336,431753895.0001563,431753895.0001563
0,51456,2,False,108114845.19995247,5328339.000016058,519175707.9999206,519175707.9999206
0,51456,3,False,90583752.800012,4491699.000027439,434751385.0000269,434751385.0000269
0,51456,4,False,134664201.00003234,5110470.000090572,652698226.9999735,652698226.9999735
0,51712,1,False,83448935.40001976,3421769.9999317117,403263876.9999721,403263876.9999721
0,51712,2,False,110548604.80007847,5394088.999992164,530959987.0001875,530959987.0001875
0,51712,4,False,121219548.0000446,4985478.999969928,585860402.9999697,585860402.9999697
0,51968,1,False,85434807.00000146,3438359.0000288677,413148636.9999493,413148636.9999493
0,51968,2,False,109978127.00002214,5401560.000109385,528275496.99986774,528275496.99986774
0,51968,4,False,114208692.39996137,4170198.9998728093,554126974.9999174,554126974.9999174
0,52224,1,False,86618952.80001773,3463949.999968463,418928915.99991345,418928915.99991345
0,52224,2,False,115972782.60001075,4541478.999954051,561508863.9999613,561508863.9999613
0,52224,3,False,92845850.40004459,4646890.000003623,445340824.00014085,445340824.00014085
0,52224,4,False,99841033.99992819,4123178.9998619207,482487520.9999391,482487520.9999391
0,52480,1,False,85578935.20005564,3510889.9999158895,413658096.0000629,413658096.0000629
0,52480,2,False,87834814.79995316,4433789.999893634,421304426.99999547,421304426.99999547
0,52480,4,False,112525701.19995654,4210489.999877609,545596026.000112,545596026.000112
0,52736,1,False,87981662.80007535,3517189.999911352,425569265.00014925,425569265.00014925
0,52736,2,False,92809554.79998738,4422340.000019176,446105914.0000998,446105914.0000998
0,52736,4,False,93509240.40008977,4196830.0001826715,450545133.00010514,450545133.00010514
0,52992,1,False,84744622.59996471,3520698.99986418,409412867.00012827,409412867.00012827
0,52992,2,False,93048098.40004964,4362279.00013364,447565373.0000886,447565373.0000886
0,52992,3,False,91827714.40009674,4613960.00014247,440458044.00002456,440458044.00002456
0,52992,4,False,118914694.40001856,4317258.999890327,577190322.9999679,577190322.9999679
0,53248,1,False,85428980.79999758,3586478.999977771,412581396.9999399,412581396.9999399
0,53248,2,False,114701932.799926,4576169.999836566,554902645.0000838,554902645.0000838
0,53248,4,False,92658750.39995989,4174939.999984417,446420263.99992573,446420263.99992573
0,53504,1,False,86919548.80000594,3584669.0000198577,420040116.00010926,420040116.00010926
0,53504,2,False,91630550.79998231,4416799.999944488,440303983.999911,440303983.999911
0,53504,4,False,117248842.19993328,4250249.999813604,569000874.0000395,569000874.0000395
0,53760,1,False,82897502.9999583,3541949.9999989057,400085057.9998314,400085057.9998314
0,53760,2,False,93628778.20003632,4502289.000129167,449975654.0001272,449975654.0001272
